airline,origin,total_flights,min_arr_delay,max_arr_delay,avg_arr_delay,cancelled_flights,cancellation_rate,active_months
9E,RIC,29,-42.0,67.0,-17.069,0,0.0,1
9E,JAX,18,-45.0,16.0,-21.5556,0,0.0,1
9E,LGA,244,-52.0,90.0,-22.7078,1,0.004098,1
9E,CHS,23,-34.0,9.0,-19.2174,0,0.0,1
9E,ITH,12,-37.0,42.0,-5.3333,0,0.0,1
9E,CMH,15,-31.0,344.0,14.0667,0,0.0,1
9E,ATL,466,-33.0,193.0,-7.6009,0,0.0,1
9E,STL,34,-30.0,35.0,-8.8529,0,0.0,1
9E,SAV,24,-36.0,7.0,-17.0833,0,0.0,1
