9E,BDL,732,-31.0,303.0,1.5465,22,0.030055,1,10,12,2,3,4,5,6,7,8,9
9E,CID,320,-35.0,129.0,-2.6188,0,0.0,1,10,11,4,5,9
9E,FAY,698,-32.0,949.0,8.3696,0,0.0,1,10,11,12,2,3,4,5,6,9
9E,GFK,172,-45.0,478.0,10.9767,0,0.0,1,12,2,3,9
9E,LFT,1604,-42.0,1171.0,0.7382,20,0.012469,1,10,11,12,2,3,4,5,6,7,8,9
9E,MIA,30,-23.0,99.0,35.5333,0,0.0,1,12
9E,MYR,1094,-42.0,1011.0,-1.7782,26,0.023766,1,10,11,12,2,3,4,5,6,7,8,9
9E,ORF,4394,-43.0,1024.0,6.5738,120,0.02731,1,10,11,12,2,3,4,5,6,7,8,9
9E,SBN,22,-31.0,-9.0,-16.4545,0,0.0,1,10,11,12,9
9E,SGF,1272,-40.0,339.0,0.7242,6,0.004717,1,10,11,12,2,3,4,5,7,8,9
